17_OD_mgl_02,18_PH,50_Condutivida_de_Eletrica_us_cm_a_20c,13_Nitratos_mgl_n),46_Coliformes_Fecais_nmp_100ml,47_Coliformes_Totais_nmp_100ml,7_DBO_mgl_02)
7.38,6.88,124.6,,,,
6.85,7.43,124.7,,,,
138.2,8.18,,,,,
157.0,8.01,,,,,
7.15,7.77,,,,,
8.15,7.93,146.0,,,,
8.79,7.4,64.0,,,,
,6.2,130.0,,,,
,6.3,118.0,,,,
,6.5,114.0,,,,
,6.8,,,,,
,6.8,,,,,
8.8,,116.0,,,,
,6.7,200.0,,,,
4.8,,105.5,,,,
8.4,7.0,130.0,,,,
7.2,6.5,,0.0,5000.0,,2.0
7.6,6.9,,0.0,350.0,,2.0
7.1,6.7,,0.0,300.0,,2.0
7.1,6.3,,0.0,140.0,,2.0
7.9,6.9,,0.04,170.0,,2.0
7.6,6.6,,0.02,280.0,,2.0
6.9,6.5,,0.04,8000.0,,2.0
7.5,,,0.18,,3873.2,2.0
8.1,,,0.12,,2480.9,2.2
7.7,6.8,,0.02,,1872.0,2.0
7.5,6.4,,0.23,,11198.7,2.0
6.7,7.4,48.5,0.64,,6866.7,
8.0,6.4,50.6,0.19,,2755.1,
7.4,6.7,,0.52,,144.9,2.0
7.4,6.3,,0.95,,3075.9,2.0
7.6,6.6,,0.38,,24196.0,2.0
8.4,6.6,,0.1,,24195.7,2.0
,6.2,55.0,,,,
,6.2,72.0,,,,
,6.2,49.0,,,,
,6.5,,,,,
,6.8,,,,,
6.8,,46.0,,,,
8.8,,65.0,,,,
,6.8,65.0,,,,
9.4,,75.0,,,,
9.0,7.15,26.5,,,,
7.6,6.22,42.31,,,,
7.0,6.8,41.0,,,,
7.4,7.26,48.7,,,,
8.8,7.32,44.86,,,,
7.4,6.72,44.97,,,,
7.6,7.7,49.85,,,,
9.2,7.0,49.42,,,,
7.4,6.9,45.29,,,,
7.0,7.8,53.16,,,,
7.4,7.6,49.82,,,,
6.3,6.55,46.2,,,,
4.03,7.61,45.29,,,,
7.6,7.4,48.01,,,,
7.0,7.5,42.57,,,,
5.86,6.55,33.94,,,,
7.0,6.82,38.1,,,,
6.17,7.59,41.0,,,,
5.35,6.76,34.3,,,,
5.56,7.42,51.0,,,,
6.25,6.26,50.72,,,,
6.14,7.53,48.0,,,,
6.72,6.5,45.0,,,,
5.91,7.35,35.0,,,,
5.91,7.35,35.0,,,,
9.2,7.31,42.0,,,,
5.11,7.35,44.0,,,,
7.22,7.46,43.0,,,,
7.48,7.35,44.0,,,,
5.43,7.01,50.2,,,,
5.58,6.95,48.0,,,,
,7.51,43.58,,,,
68.5,6.08,38.56,,,,
7.16,7.68,41.62,,,,
,6.88,38.26,,,,
,7.05,41.97,,,,
,6.88,60.78,,,,
,6.98,40.15,,,,
,6.88,44.98,,,,
,5.7,31.2,,,,
,7.0,34.0,,,,
,7.1,37.2,,,,
7.32,6.91,36.7,,,,
,8.0,36.3,,,,
,8.28,28.9,,,,
6.5,7.45,45.0,,,,
4.76,7.91,48.0,,,,
7.14,7.98,68.0,,,,
7.73,7.09,49.0,,,,
6.92,7.12,48.0,,,,
6.51,7.2,49.0,,,,
,7.15,45.0,,,,
7.32,7.28,50.0,,,,
6.45,7.0,56.0,,,,
7.14,7.98,53.0,,,,
8.24,7.22,52.8,,,,
7.84,7.21,50.3,,,,
1.21,6.68,56.5,,,,
7.52,7.23,47.8,,,,
6.42,6.61,41.8,,,,
8.37,7.16,46.1,,,,
7.38,7.8,45.9,,,,
6.93,6.56,54.6,,,,
8.8,7.4,49.0,,,,
8.01,7.14,42.9,,,,
50.2,7.93,,,,,
55.1,7.67,,,,,
6.91,8.27,,,,,
8.0,7.67,58.0,,,,
8.9,7.3,58.0,,,,
7.6,7.5,,0.03,,,2.0
7.1,6.7,,0.04,,,2.0
8.0,,,0.11,,1112.3,2.0
7.0,,,0.28,,3448.0,2.0
7.6,6.5,,0.02,,2359.3,2.0
6.7,6.5,,0.23,,5172.1,2.0
7.7,6.4,45.4,0.18,,3075.9,
6.6,7.4,74.4,0.64,,24196.0,
7.2,6.6,,0.39,,63.2,2.0
7.2,6.3,,0.93,,24196.0,2.0
7.9,6.5,,0.13,,9803.9,2.0
6.04,7.81,,0.05,,,2.0
7.35,7.89,,0.2,,,2.0
6.38,7.27,,0.06,,,2.0
7.34,8.7,47.1,0.02,,,2.0
7.42,6.25,,0.05,,,2.0
6.84,8.35,48.5,0.02,,,2.0
5.24,8.18,,0.02,,,5.0
6.88,7.28,,0.02,,,3.0
6.25,7.61,,0.02,,,2.0
6.13,8.66,,0.02,,,2.0
6.1,7.05,,0.02,,,3.0
7.24,8.09,,0.02,,,3.0
5.85,7.67,,0.02,,,4.0
4.31,7.88,,0.02,,,10.0
6.94,7.6,,0.02,,,3.0
7.87,7.72,,0.02,,,3.0
7.04,8.09,,0.2,,,2.0
5.75,7.32,,0.14,,,2.0
6.68,6.93,,0.07,,,2.0
7.95,7.78,47.3,0.02,,,2.0
7.27,6.71,,0.04,,,2.0
7.22,7.93,51.7,0.02,,,2.0
7.01,7.14,,0.03,,,3.0
5.19,7.59,,0.02,,,2.0
6.07,7.62,,0.02,,,2.0
7.09,8.3,,0.02,,,2.0
6.08,6.5,,0.02,,,3.0
7.67,7.97,,0.02,,,3.0
5.57,6.78,,0.03,,,3.0
6.32,7.24,,0.16,,,3.0
6.91,7.3,,0.02,,,3.0
5.42,7.94,,0.02,,,9.0
7.96,7.6,,0.02,,,3.0
,6.8,62.0,,,,
,6.5,100.0,,,,
,6.8,,,,,
,6.3,52.0,,,,
,7.2,,,,,
,7.4,,,,,
,,25.0,,,,
,6.6,,,,,
9.8,,90.0,,,,
9.5,6.8,80.0,,,,
,6.8,80.0,,,,
7.4,,68.0,,,,
7.9,6.7,104.0,,,,
8.2,6.6,98.0,,,,
8.4,6.8,110.0,,,,
7.9,6.5,63.7,,,,
6.4,6.7,84.8,,,,
7.9,6.0,86.0,,,,
7.79,6.4,83.3,,,,
6.4,6.7,84.8,,,,
8.0,6.8,83.0,,,,
6.3,,62.4,,,,
,6.1,69.0,,,,
7.9,6.0,86.4,,,,
6.4,6.7,85.0,,,,
12.1,6.2,89.0,,,,
6.9,,102.0,,,,
6.8,6.2,98.0,,,,
8.2,6.8,104.0,,,,
7.6,6.4,91.0,,,,
7.6,6.6,69.0,,,,
8.0,6.7,85.0,,,,
7.2,6.6,64.0,,,,
8.8,6.6,71.0,,,,
7.4,5.5,59.0,,,,
7.6,6.8,61.0,,,,
9.2,6.6,72.0,,,,
8.2,7.0,71.0,,,,
7.9,6.8,75.0,,,,
5.0,6.9,85.0,0.19,,,
7.3,7.1,62.0,0.89,0.0,,
4.31,6.48,46.0,,,,
4.59,7.86,44.0,,,,
5.8,7.03,47.0,,,,
5.37,6.44,43.0,,,,
6.42,7.13,,,,,
5.76,7.54,54.0,,,,
6.29,7.4,68.0,,,,
8.48,7.3,48.0,,,,
5.58,7.53,55.0,,,,
4.9,7.73,52.0,,,,
5.48,6.27,54.6,,,,
4.58,6.9,50.5,,,,
7.82,7.96,67.4,,,,
,7.4,54.73,,,,
5.46,7.91,67.73,,,,
5.52,7.11,67.33,,,,
,7.02,63.89,,,,
,6.96,62.78,,,,
,6.86,53.91,,,,
,7.32,75.08,,,,
,5.7,52.4,,,,
,6.1,58.8,,,,
,7.23,48.1,,,,
7.19,6.43,59.0,,,,
,7.6,56.4,,,,
,7.81,61.9,,,,
6.55,7.6,38.0,,,,
5.22,7.43,81.0,,,,
6.91,7.14,122.0,,,,
8.0,7.55,47.0,,,,
6.55,7.2,47.0,,,,
,7.56,91.0,,,,
7.63,7.56,46.0,,,,
6.6,8.21,49.0,,,,
8.75,7.44,47.1,,,,
8.44,7.51,45.3,,,,
1.21,6.68,56.5,,,,
7.55,7.19,43.6,,,,
6.76,6.81,41.1,,,,
8.46,7.26,41.9,,,,
7.74,7.51,93.1,,,,
4.56,6.47,58.4,,,,
8.52,7.56,83.6,,,,
8.02,7.81,26.4,,,,
47.3,7.69,,,,,
47.6,7.66,,,,,
6.98,7.42,,,,,
6.88,7.66,,,,,
7.81,7.69,78.7,0.1,,,15.4
7.29,8.37,241.4,0.06,,,2.0
8.8,8.16,,0.02,,,2.0
5.67,7.07,,0.13,,,2.0
7.95,8.63,,0.03,,,2.0
6.26,8.6,,0.02,,,2.0
6.65,7.53,,0.02,,,3.0
7.35,8.09,,0.05,,,3.0
6.56,7.3,,0.02,,,3.0
4.79,7.18,,0.02,,,3.0
7.99,8.11,,0.02,,,3.0
6.24,7.52,,0.02,,,7.0
7.15,8.0,,0.02,,,3.0
7.76,6.4,221.2,0.02,,,3.0
11.3,6.75,144.3,0.02,,,5.0
6.26,6.87,,1.15,,,2.0
,,,,,,
6.15,7.91,,0.02,,,2.0
8.07,8.35,,0.02,,,4.0
6.69,5.1,,0.02,,,3.0
7.7,6.4,,0.02,,,3.0
7.7,7.09,,0.02,,,4.0
5.74,7.14,,0.41,,,3.0
7.32,6.98,,0.2,,,2.0
6.59,6.79,,0.02,,,2.0
6.65,6.7,,0.38,,,2.0
8.07,6.35,0.0,0.3,,,2.0
8.33,7.15,,0.31,,,2.0
9.69,6.29,0.0,0.02,,,2.0
5.41,7.01,,1.24,,,2.0
7.41,6.52,,0.04,,,2.0
6.08,7.63,,0.23,,,2.0
6.8,8.17,,0.02,,,2.0
7.26,6.51,,0.03,,,4.0
7.53,6.63,,0.02,,,3.0
8.65,7.34,,0.02,,,3.0
5.97,8.82,,0.13,,,3.0
6.54,8.64,,0.02,,,3.0
5.7,7.58,,0.43,,,3.0
4.2,7.47,,0.14,,,3.0
6.9,8.24,,0.02,,,3.0
5.63,5.89,,0.02,,,3.0
7.39,8.1,,0.02,,,3.0
6.48,7.91,,0.02,,,5.0
6.6,6.0,133.0,,,,
7.2,6.0,447.0,,,,
8.1,6.0,130.0,,,,
6.0,6.9,108.0,,,,
7.2,6.4,64.0,,,,
3.6,6.5,74.0,,,,
7.4,7.2,83.0,,,,
6.5,6.5,91.0,,,,
6.2,6.1,79.0,,,,
6.4,6.2,60.0,,,,
6.8,7.2,96.0,,,,
6.0,6.5,64.0,,,,
6.1,6.9,89.0,,,,
5.03,6.23,66.0,,,,
,6.1,65.0,,,,
6.38,6.26,57.0,,,,
6.25,6.34,64.0,,,,
6.3,7.83,64.6,,,,
5.4,7.67,61.5,,,,
5.0,7.85,53.7,,,,
,8.11,61.9,,,,6.5
5.2,7.65,49.2,,,,
6.3,,65.4,,,,
6.0,,66.9,,,,
5.1,,80.5,,,,
4.8,,61.6,,,,
7.96,7.74,49.0,,,,
5.5,7.1,55.1,,,,
5.06,7.06,46.0,,,,
6.55,7.79,65.0,,,,
8.06,7.49,59.0,,,,
,7.4,58.0,,,,
5.83,7.39,50.0,,,,
7.5,7.44,74.0,,,,
10.7,7.9,57.0,,,,
5.04,6.57,63.0,,,,
7.2,,67.0,,,,
5.97,7.52,6.0,,,,
5.13,2.05,63.0,,,,
,,,,,,
7.85,7.74,59.1,,,,
6.48,7.96,73.3,,,,
7.46,8.33,66.5,,,,
7.81,7.47,69.5,,,,
8.18,7.67,77.0,,,,
7.71,8.12,69.0,,,,
6.93,6.67,70.2,,,,
6.24,7.52,51.0,,,,
6.3,7.58,82.0,,,,
7.35,14.0,,,,,
7.53,7.9,,,,,
6.63,,,,,,
6.73,,,,,,
6.0,,,,,,
6.0,,,,,,
6.52,7.3,,,,,
7.05,7.72,,,,,
6.81,7.99,,,,,
5.7,5.72,3.6,,,,
,6.17,30.7,,,,
5.8,5.64,4.9,,,,
,5.53,5.88,,,,
,5.6,4.41,,,,
,4.72,5.81,,,,
4.6,5.26,4.8,,,,
5.0,5.7,3.3,,,,
5.7,,5.3,,,,
6.29,5.73,4.0,,,,
6.99,5.93,3.0,,,,
6.08,,,,,,
,4.05,3.0,,,,
,4.37,,,,,
12.1,5.65,,,,,
7.81,,,,,,
6.54,5.89,5.58,,,,
7.41,5.97,3.64,,,,
7.55,5.8,4.21,,,,
7.95,6.06,3.88,,,,
7.02,7.78,0.55,,,,
,,,,,,
7.68,6.15,4.5,,,,
6.0,6.78,5.2,,,,
,7.0,5.52,,,,
,5.7,5.28,,,,
,5.27,4.97,,,,
6.2,6.5,5.2,,,,
,6.33,5.26,,,,
6.1,5.91,4.5,,,,
5.6,5.96,4.7,,,,
6.3,,4.6,,,,
8.39,6.1,5.0,,,,
7.29,6.34,4.0,,,,
6.21,,,,,,
,7.63,,,,,
6.94,5.89,4.0,,,,
8.02,6.59,5.47,,,,
8.15,6.51,4.84,,,,
7.78,6.64,5.35,,,,
8.19,6.77,4.73,,,,
7.86,7.35,,,,,
7.85,7.85,0.93,,,,
,,,,,,
8.26,6.7,3.7,,,,
7.68,11.5,,,,,
9.22,6.72,,,,,
95.0,,,,,,
6.0,6.78,12.2,,,,
,6.32,33.6,,,,
5.5,6.65,11.6,,,,
,5.92,12.55,,,,
,6.0,8.86,,,,
,6.47,11.89,,,,
4.9,6.05,9.4,,,,
5.2,6.67,11.7,,,,
5.7,,10.9,,,,
4.84,6.2,8.0,,,,
6.93,7.02,7.0,,,,
6.85,,,,,,
,5.15,8.0,,,,
,6.26,,,,,
6.11,5.82,,,,,
5.86,6.9,9.24,,,,
6.88,6.88,13.1,,,,
7.21,6.53,9.82,,,,
5.63,6.9,,,,,
6.43,7.81,1.5,,,,
,,,,,,
7.49,6.66,11.7,,,,
6.23,11.73,,,,,
8.05,6.79,,,,,
7.06,6.33,,,,,
6.2,10.2,,,,,
7.51,,,,,,
,6.37,6.66,,,,
5.7,6.64,6.1,,,,
,5.55,4.61,,,,
,5.65,4.68,,,,
4.8,5.77,5.4,,,,
5.1,6.39,5.9,,,,
6.3,,4.9,,,,
7.37,5.55,5.0,,,,
7.38,6.6,4.0,,,,
6.17,,,,,,
,4.55,4.0,,,,
,7.15,,,,,
7.11,5.73,,,,,
6.85,6.44,5.1,,,,
7.75,6.1,5.44,,,,
7.29,6.96,6.25,,,,
7.76,6.48,5.33,,,,
7.31,6.38,23.7,,,,
7.42,6.97,12.1,,,,
,,,,,,
7.83,6.78,10.1,,,,
7.18,11.72,,,,,
8.23,6.95,,,,,
7.8,10.2,,,,,
88.5,,,,,,
6.1,6.66,7.1,,,,
,6.39,13.14,,,,
,6.46,28.6,,,,
5.6,6.62,7.2,,,,
,5.94,6.42,,,,
,5.42,4.73,,,,
5.1,5.86,6.3,,,,
5.4,6.66,6.3,,,,
6.3,,6.0,,,,
7.84,6.7,5.0,,,,
7.29,6.92,6.0,,,,
7.24,,,,,,
,5.21,5.0,,,,
,6.1,,,,,
7.2,7.02,6.0,,,,
7.77,6.75,6.03,,,,
7.84,6.91,11.18,,,,
8.2,6.95,9.38,,,,
8.18,6.86,,,,,
7.35,7.81,0.67,,,,
7.75,7.79,0.81,,,,
7.97,7.04,15.5,,,,
7.58,11.36,,,,,
8.46,7.01,,,,,
8.58,6.66,,,,,
7.4,10.3,,,,,
94.4,,,,,,
7.7,7.75,49.4,,,,
,5.5,48.6,,,,
,6.71,45.8,,,,
,6.42,49.13,,,,
5.9,7.32,51.9,,,,
,6.09,40.7,,,,
5.6,7.45,54.3,,,,
7.54,7.54,49.3,,,,
5.8,,45.9,,,,
8.1,7.1,42.0,,,,
7.46,7.36,45.0,,,,
7.73,,,,,,
,6.45,45.0,,,,
,6.83,,,,,
9.04,7.1,42.0,,,,
7.45,7.6,49.3,,,,
8.03,7.19,53.8,,,,
7.41,7.49,65.8,,,,
7.89,7.48,50.6,,,,
7.77,7.71,,,,,
7.38,7.74,5.36,,,,
,,,,,,
7.87,7.24,58.4,,,,
7.21,11.99,,,,,
8.93,7.4,,,,,
8.9,6.88,,,,,
,,,,,,
7.71,7.04,,0.02,,,3.0
8.18,7.74,,0.02,,,3.0
6.73,7.47,,0.02,,,3.0
7.29,7.16,,,,,
8.86,7.67,,,,,
6.86,7.36,,,,,
8.86,7.67,,,,,
5.3,5.59,3.2,,,,
,5.17,3.22,,,,
,5.03,3.72,,,,
,5.21,11.35,,,,
5.1,5.53,3.3,,,,
4.4,5.77,2.8,,,,
5.6,,3.8,,,,
6.94,5.6,4.0,,,,
6.37,6.1,3.0,,,,
5.45,,,,,,
,4.01,3.0,,,,
,4.4,,,,,
6.6,5.32,,,,,
7.36,,,,,,
6.06,5.63,4.91,,,,
7.17,5.16,3.57,,,,
6.84,5.59,3.74,,,,
7.44,5.98,3.08,,,,
7.32,5.64,3.15,,,,
7.73,6.32,0.66,,,,
,,,,,,
7.32,5.94,4.7,,,,
6.65,10.76,,,,,
8.55,6.26,,,,,
7.11,10.2,,,,,
92.1,,,,,,
6.1,6.69,4.5,,,,
,6.58,5.74,,,,
,7.08,10.79,,,,
,5.95,5.66,,,,
,5.7,5.17,,,,
5.9,6.54,4.6,,,,
5.7,6.54,6.5,,,,
4.9,6.54,4.6,,,,
6.2,,4.5,,,,
7.34,6.31,5.0,,,,
7.85,5.93,4.0,,,,
6.19,,,,,,
,5.24,4.0,,,,
,5.71,,,,,
7.75,7.35,5.0,,,,
7.39,7.35,5.45,,,,
8.2,7.1,4.4,,,,
7.96,7.04,6.43,,,,
8.05,6.81,4.07,,,,
7.87,7.87,,,,,
8.15,7.41,0.6,,,,
,,,,,,
8.13,6.83,8.7,,,,
7.57,8.6,,,,,
8.73,7.03,,,,,
8.34,11.02,,,,,
,,,,,,
7.28,8.17,,0.02,,,3.0
8.14,6.6,,0.02,,,3.0
7.98,7.25,,0.02,,,3.0
7.58,6.25,,,,,
8.63,6.71,,,,,
7.0,6.89,,,,,
8.63,6.71,,,,,
7.0,6.89,,,,,
,5.9,,,,,
5.26,6.9,5.0,,,,
7.9,6.3,,,,,
,5.38,5.0,,,,
6.23,6.31,5.0,,,,
7.3,6.27,7.0,,,,
7.89,6.5,9.18,,,,
8.24,,4.65,,,,
7.88,6.74,7.08,,,,
8.19,6.75,617.0,,,,
7.83,6.56,,,,,
7.31,7.12,2.65,,,,
7.32,6.45,7.2,,,,
,,,,,,
6.0,6.34,3.4,,,,
,6.45,6.57,,,,
3.9,6.0,4.1,,,,
,5.62,4.6,,,,
,5.49,4.27,,,,
5.8,6.25,4.4,,,,
5.5,5.84,4.9,,,,
5.1,6.32,3.8,,,,
,5.4,4.94,,,,
,6.4,,,,,
4.97,6.86,3.0,,,,
7.5,6.8,,,,,
6.11,5.67,3.0,,,,
6.7,6.4,3.0,,,,
7.34,6.29,4.6,,,,
7.71,6.13,3.38,,,,
7.6,6.72,3.43,,,,
7.8,6.74,3.36,,,,
7.74,6.46,,,,,
7.23,7.76,0.51,,,,
7.77,6.45,3.8,,,,
,,,,,,
6.99,8.83,,,,,
8.48,6.79,,,,,
8.1,10.45,,,,,
,,,,,,
6.84,5.88,,,,,
6.62,6.49,,,,,
7.32,6.43,,,,,
6.62,6.49,,,,,
,5.42,12.42,,,,
,6.31,7.36,,,,
5.2,6.38,6.6,,,,
,6.2,11.33,,,,
,6.11,10.41,,,,
6.2,6.53,6.3,,,,
6.1,6.8,11.3,,,,
6.0,6.58,6.9,,,,
,6.9,7.6,,,,
,6.4,,,,,
5.13,6.86,3.0,,,,
6.4,6.4,,,,,
,5.8,13.0,,,,
5.73,6.62,9.0,,,,
6.81,7.4,9.0,,,,
7.64,7.8,13.47,,,,
7.82,8.53,6.93,,,,
7.48,5.78,3.76,,,,
7.61,6.94,6.6,,,,
7.85,6.68,7.05,,,,
8.03,6.79,6.21,,,,
7.59,6.22,0.99,,,,
8.17,6.59,8.1,,,,
,,,,,,
7.55,12.21,,,,,
6.02,6.55,,0.02,,,4.0
8.2,,,,,,
6.74,7.3,,0.02,,,3.0
7.95,7.17,,0.02,,,3.0
7.91,6.76,,0.02,,,3.0
7.37,6.46,,,,,
8.9,7.2,,,,,
6.66,6.87,,,,,
6.94,6.52,,,,,
8.9,7.2,,,,,
6.66,6.87,,,,,
6.81,8.3,,0.02,,,3.0
7.43,8.99,,0.02,,,3.0
7.1,8.0,,0.02,,,3.0
6.87,6.5,,0.02,,,3.0
7.27,8.02,,0.02,,,3.0
7.74,7.17,,0.02,,,3.0
8.25,7.28,,0.02,,,3.0
7.9,6.18,,0.2,,,2.0
6.44,7.4,,0.02,,,2.0
6.34,6.97,,0.05,,,2.0
7.16,7.72,38.3,0.02,,,2.0
8.08,5.75,36.3,0.02,,,4.0
7.18,6.11,,0.2,,,2.0
7.21,6.82,,0.02,,,2.0
7.29,5.33,,0.02,,,2.0
6.24,7.54,,0.02,,,2.0
6.91,6.89,,0.02,,,2.0
7.58,8.35,,0.02,,,3.0
7.81,8.25,,0.02,,,3.0
8.6,7.04,,0.02,,,3.0
8.4,8.6,,0.02,,,3.0
7.38,9.02,,0.02,,,3.0
6.71,8.34,,0.02,,,3.0
5.34,7.34,,0.02,,,3.0
3.4,7.2,,0.02,,,3.0
7.05,7.1,,0.03,,,2.0
7.74,7.1,,0.2,,,2.0
6.52,6.95,,0.1,,,2.0
7.02,7.34,22.3,0.02,,,2.0
7.4,6.02,,0.06,,,2.0
7.9,5.64,20.6,0.04,,,2.0
7.1,6.75,,0.03,,,2.0
6.95,5.63,,0.09,,,2.0
6.19,7.55,,0.02,,,2.0
6.88,7.26,,0.02,,,2.0
7.34,8.62,,0.02,,,3.0
7.75,7.99,,0.02,,,3.0
8.42,7.57,,0.02,,,3.0
7.36,8.74,,0.02,,,3.0
7.11,9.07,,0.02,,,3.0
5.46,7.48,,0.02,,,3.0
3.3,7.55,,0.02,,,3.0
6.44,8.01,,0.02,,,3.0
,6.6,28.17,,,,
6.7,5.0,46.0,,,,
7.8,5.8,32.0,,,,
7.5,5.5,70.0,,,,
4.2,5.6,433.0,,,,
4.0,6.0,24.0,,,,
7.2,5.9,21.0,,,,
6.5,6.0,31.0,,,,
7.2,6.0,26.0,,,,
6.6,6.0,23.0,,,,
6.9,6.1,39.0,,,,
7.9,6.43,21.88,,,,
6.2,5.7,32.2,,,,
,6.5,23.0,,,,
,6.11,15.76,,,,
,6.04,31.3,,,,
,6.14,16.56,,,,
5.8,7.6,44.3,,,,
5.9,7.19,16.9,,,,
,6.04,19.9,,,,
,6.6,28.17,,,,
5.9,7.19,16.9,,,,
4.8,7.14,15.8,,,,
5.6,7.06,20.4,,,,
5.4,7.16,18.9,,,,
,6.8,17.3,,,,
,7.0,,,,,
6.44,6.49,20.0,,,,
6.17,7.1,15.0,,,,
8.02,6.88,15.0,,,,
6.9,6.8,17.0,,,,
5.14,6.9,19.0,,,,
6.4,7.1,,,,,
,5.38,23.0,,,,
6.58,6.97,21.0,,,,
6.0,6.8,20.0,,,,
7.37,7.5,27.4,,,,
7.63,7.9,21.42,,,,
7.43,7.33,21.29,,,,
8.05,7.11,19.88,,,,
8.14,7.36,18.11,,,,
7.18,7.94,1.85,,,,
8.02,6.86,19.1,,,,
,,,,,,
,,,,,,
8.08,6.36,,,,,
7.15,7.5,,,,,
6.71,,,,,,
7.0,10.5,,,,,
99.5,,,,,,
,5.65,27.6,,,,
,6.0,22.6,,,,
5.7,7.21,18.5,,,,
3.6,7.13,17.2,,,,
,6.0,22.3,,,,
,6.58,30.88,,,,
5.2,6.92,27.5,,,,
5.1,7.36,24.4,,,,
,9.14,22.7,,,,
7.4,4.8,,,,,
4.86,6.9,22.0,,,,
7.5,7.3,,,,,
,6.1,26.0,,,,
5.92,7.14,24.0,,,,
6.32,6.68,25.0,,,,
7.39,7.11,31.1,,,,
7.08,7.93,34.6,,,,
766.0,8.8,25.9,,,,
7.48,7.21,24.3,,,,
7.7,7.41,23.6,,,,
7.69,7.15,21.5,,,,
7.05,8.04,1.96,,,,
7.91,6.85,27.2,,,,
,,,,,,
5.87,8.54,,,,,
8.52,7.6,,,,,
8.01,12.87,,,,,
7.66,11.9,,,,,
8.0,,,,,,
2.51,,82.0,,,,
2.51,,82.0,,,,
7.4,,,,,,
8.39,7.32,,,,,
6.45,6.96,,,,,
8.39,7.32,,,,,
7.57,7.35,,0.2,,,2.0
5.6,7.03,,0.07,,,2.0
6.15,7.0,,0.12,,,2.0
7.55,5.71,23.1,0.04,,,2.0
6.86,7.32,23.6,0.02,,,2.0
7.32,6.18,,0.08,,,2.0
6.71,6.74,,0.05,,,2.0
5.18,5.06,,0.14,,,2.0
6.15,7.72,,0.06,,,2.0
7.1,7.37,,0.02,,,2.0
7.4,8.32,,0.02,,,3.0
7.58,8.15,,0.02,,,3.0
8.1,7.21,,0.02,,,3.0
6.44,8.62,,0.02,,,3.0
6.62,8.9,,0.02,,,3.0
4.9,7.49,,0.02,,,3.0
2.9,7.62,,0.02,,,3.0
4.76,7.75,,0.02,,,3.0
7.33,6.58,,0.2,,,2.0
6.34,7.18,,0.09,,,2.0
6.22,6.8,,0.11,,,2.0
7.66,6.62,30.5,0.17,,,2.0
7.7,7.49,0.0,0.05,,,2.0
8.25,5.31,,0.16,,,2.0
6.24,5.13,,0.21,,,2.0
7.01,6.8,,0.08,,,2.0
0.0,0.0,,0.0,,,0.0
6.83,7.76,,0.04,,,2.0
7.42,7.87,,0.03,,,3.0
7.92,7.9,,0.02,,,3.0
6.37,8.57,,0.02,,,3.0
6.27,9.03,,0.02,,,3.0
5.91,7.01,,0.02,,,3.0
5.64,7.19,,0.54,,,3.0
3.8,7.39,,0.02,,,3.0
5.02,6.76,,0.78,,,2.0
7.23,6.36,,0.2,,,2.0
6.15,5.22,,0.12,,,2.0
6.38,7.25,32.3,0.04,,,2.0
8.14,5.98,,0.13,,,2.0
7.78,6.41,35.5,0.18,,,2.0
5.84,6.44,,0.15,,,7.0
6.12,6.95,,0.07,,,2.0
6.03,7.65,,0.07,,,2.0
7.45,7.55,,0.04,,,2.0
7.3,7.16,,0.03,,,3.0
7.93,7.51,,0.02,,,3.0
9.03,7.29,,0.02,,,3.0
5.4,8.69,,0.04,,,3.0
6.66,8.75,,0.02,,,3.0
5.44,6.79,,0.02,,,3.0
6.77,7.64,,0.02,,,3.0
2.5,7.07,,0.02,,,3.0
4.1,7.5,45.0,,,,
6.9,9.1,90.0,,,,
8.1,7.2,45.0,,,,
5.1,8.8,122.0,,,,
3.1,8.3,137.0,,,,
6.1,8.4,58.0,,,,
3.3,7.5,149.0,,,,
5.0,9.0,106.0,,,,
9.1,7.4,69.0,,,,
3.0,7.6,99.0,,,,
,7.6,,,,,
6.2,7.5,78.0,,,,
7.4,8.7,36.0,,,,
7.0,7.4,92.0,,,,
7.6,7.7,77.0,,,,
7.8,7.3,72.0,,,,
7.5,8.2,94.0,,,,
9.0,7.7,67.0,,,,
8.0,7.2,95.0,,,,
7.5,7.2,89.0,,,,
6.8,5.8,456.0,,,,
7.6,6.0,133.0,,,,
7.0,6.6,217.0,,,,
8.2,6.0,130.0,,,,
6.8,7.0,58.0,,,,
3.8,6.3,87.0,,,,
7.2,7.1,71.0,,,,
6.8,5.8,81.0,,,,
7.2,6.2,74.0,,,,
6.3,6.0,79.0,,,,
6.7,6.9,88.6,,,,
63.0,7.1,80.0,,,,
6.1,6.8,65.0,,,,
5.24,6.32,52.0,,,,
5.76,6.28,48.0,,,,
,6.9,59.0,,,,
5.98,6.19,64.0,,,,
5.7,7.67,55.3,,,,
6.2,7.8,60.1,,,,
5.1,7.73,44.0,,,,
6.0,7.93,58.3,,,,
5.5,7.57,41.3,,,,
6.1,,53.1,,,,
6.2,,53.4,,,,
5.3,,56.5,,,,
5.6,,69.5,,,,
6.79,7.35,57.0,,,,
8.07,7.78,35.0,,,,
5.3,7.0,60.0,,,,
5.52,7.02,46.0,,,,
6.73,7.72,61.0,,,,
8.33,7.54,33.0,,,,
,7.45,58.0,,,,
5.64,7.32,49.0,,,,
7.15,7.5,65.0,,,,
10.21,7.5,54.0,,,,
4.84,7.04,65.0,,,,
