17_OD_mgl_02,18_PH,50_Condutivida_de_Eletrica_us_cm_a_20c,13_Nitratos_mgl_n),46_Coliformes_Fecais_nmp_100ml,47_Coliformes_Totais_nmp_100ml,7_DBO_mgl_02)
8.57,,56.0,,,,
5.43,7.69,48.0,,,,
5.36,8.86,62.0,,,,
,,,,,,
7.6,7.59,46.4,,,,
6.66,8.08,72.6,,,,
7.06,7.8,52.4,,,,
7.64,7.45,51.6,,,,
6.47,7.7,84.3,,,,
7.14,6.26,56.3,,,,
6.88,7.57,49.5,,,,
7.23,7.61,,,,,
7.77,6.71,,,,,
5.07,5.27,,,,,
0.6,4.3,,,,,
7.18,,,,,,
6.0,6.0,,,,,
6.89,7.64,,,,,
5.98,6.78,,0.02,,,2.0
8.34,7.93,,0.2,,,2.0
6.68,6.91,,0.44,,,2.0
11.7,6.22,79.8,0.02,,,2.0
6.75,6.59,,0.7,,,2.0
8.63,6.22,78.0,0.08,,,2.0
7.05,6.32,,0.08,,,2.0
6.86,7.19,,0.34,,,2.0
6.23,7.36,,0.05,,,2.0
7.62,7.37,,0.02,,,2.0
7.82,7.09,,0.03,,,3.0
8.16,4.96,,0.02,,,3.0
7.95,7.61,,0.02,,,3.0
5.42,6.77,,0.04,,,3.0
6.67,8.55,,0.02,,,3.0
5.51,7.93,,0.02,,,3.0
5.87,7.97,,0.08,,,3.0
3.6,7.07,,0.11,,,3.0
6.01,6.09,57.0,,,,
5.1,7.61,49.0,,,,
5.9,7.68,62.3,,,,
5.9,7.81,67.8,,,,
7.2,7.94,60.4,,,,
7.2,7.58,48.1,,,,
6.2,,67.6,,,,
5.8,,58.9,,,,
5.4,,81.9,,,,
8.1,7.58,54.0,,,,
,7.39,60.0,,,,
5.71,7.34,50.0,,,,
7.3,7.51,71.0,,,,
9.81,6.3,45.0,,,,
4.95,7.13,67.0,,,,
7.95,,68.0,,,,
5.83,7.74,52.0,,,,
4.88,7.83,61.0,,,,
,,,,,,
7.53,7.58,56.7,,,,
6.6,8.01,73.0,,,,
6.79,7.98,54.0,,,,
7.93,7.37,69.5,,,,
7.46,7.12,70.6,,,,
8.99,8.42,65.3,,,,
7.36,7.03,57.8,,,,
6.83,7.65,52.1,,,,
7.01,8.42,56.1,,,,
7.38,7.97,,,,,
7.84,7.38,,,,,
7.74,8.37,,,,,
5.42,5.45,,,,,
0.05,,,,,,
7.55,,,,,,
4.5,7.21,126.8,,,,
3.3,7.37,,,,,
6.0,7.13,863.0,,,,
5.0,,106.5,,,,
,6.82,100.0,,,,
4.91,6.73,43.0,,,,
6.57,6.93,85.0,,,,
4.61,6.52,91.0,,,,
,,,,,,
6.19,7.54,162.7,,,,
4.81,7.44,116.0,,,,
6.78,6.4,65.9,,,,
,6.9,34.0,,,,8.51
3.4,7.8,127.0,,,,
4.1,7.7,145.0,,,,
4.8,8.8,105.0,,,,
9.0,7.5,64.0,,,,
8.6,8.3,85.0,,,,
6.0,9.3,67.0,,,,
,7.8,105.0,,,,
,,46.0,,,,
8.2,8.5,33.0,,,,
7.6,7.4,77.0,,,,
7.0,7.6,96.0,,,,
8.0,7.1,98.0,,,,
7.6,8.5,90.0,,,,
7.7,8.2,36.0,,,,
7.7,8.0,29.0,,,,
8.2,8.2,87.0,,,,
5.92,6.28,20.0,,,,
5.68,6.41,58.0,,,,
5.8,7.44,56.1,,,,
5.0,7.59,46.0,,,,
5.7,7.77,65.5,,,,
4.8,7.89,62.8,,,,
4.6,7.64,48.5,,,,
5.8,7.85,66.7,,,,
6.0,,52.0,,,,
5.3,,79.6,,,,
6.49,7.5,29.0,,,,
7.5,7.31,49.0,,,,
,7.55,62.0,,,,
6.04,7.3,47.0,,,,
7.62,7.35,67.0,,,,
10.51,6.81,49.0,,,,
6.92,7.03,67.0,,,,
0.832,,62.0,,,,
5.83,7.74,52.0,,,,
4.71,8.18,61.0,,,,
,,,,,,
,7.81,52.6,,,,
6.93,8.24,72.2,,,,
6.88,8.16,58.2,,,,
7.85,7.46,72.7,,,,
7.81,7.0,62.3,,,,
7.97,7.94,75.5,,,,
7.54,7.06,45.8,,,,
7.01,6.95,71.6,,,,
7.26,7.8,50.1,,,,
7.16,8.2,52.7,,,,
7.4,7.44,,,,,
8.35,6.68,,,,,
6.98,8.17,,,,,
5.29,5.64,,,,,
1.19,,,,,,
8.26,,,,,,
8.0,8.0,,,,,
7.59,7.31,,1.74,200.0,,2.0
3.0,6.98,,0.16,30.0,,2.0
8.7,6.58,,0.2,20.0,,2.0
8.4,7.79,,0.3,36.0,,2.0
0.3,7.5,,,88.0,,
6.45,6.05,,0.02,,,2.0
7.98,7.84,,0.3,,,2.0
6.18,6.36,,0.29,,,2.0
6.62,7.47,,0.18,,,7.0
6.23,5.67,76.2,0.02,,,2.0
7.23,6.52,75.1,0.17,,,2.0
5.86,8.78,,0.67,,,2.0
5.82,7.4,,0.25,,,2.0
7.06,7.56,,0.18,,,2.0
5.95,7.36,,0.02,,,2.0
8.59,7.43,,0.06,,,4.0
7.54,6.13,,0.02,,,3.0
5.21,5.76,,0.41,,,3.0
6.03,7.68,,0.02,,,3.0
7.84,8.1,,0.02,,,3.0
7.06,7.17,,0.02,,,3.0
7.2,6.44,,0.02,,,3.0
7.77,8.79,,0.2,,,2.0
8.96,8.16,,0.12,,,2.0
7.57,6.86,,0.1,,,4.0
7.66,6.09,73.0,0.02,,,2.0
7.41,8.05,,0.19,,,2.0
7.27,6.31,77.7,0.02,,,2.0
7.08,6.88,,0.13,,,2.0
5.59,7.83,,0.29,,,2.0
7.99,8.47,,0.02,,,2.0
5.73,6.44,,0.02,,,3.0
6.64,7.44,,0.02,,,5.0
9.76,7.89,,0.05,,,3.0
6.13,7.3,,0.02,,,3.0
5.91,6.87,,0.02,,,3.0
5.83,7.8,,0.02,,,3.0
7.89,8.09,,0.02,,,3.0
7.17,6.82,,0.02,,,3.0
8.07,9.0,,0.02,,,3.0
6.56,5.79,,0.2,,,2.0
4.59,6.55,,0.2,,,2.0
5.32,5.31,,0.32,,,2.0
6.72,6.3,,0.08,,,2.0
0.0,0.0,0.0,0.0,,,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.23,5.81,,0.12,,,2.0
6.01,6.83,,0.07,,,2.0
0.0,0.0,,0.0,,,0.0
0.0,0.0,,0.0,,,0.0
6.29,6.33,,0.02,,,3.0
7.48,7.34,,0.02,,,3.0
5.54,6.95,,0.02,,,3.0
3.35,6.81,,0.02,,,6.0
6.0,7.11,35.9,,,,
,6.97,87.0,,,,
,7.1,125.3,,,,
,7.08,105.3,,,,
,,82.01,,,,
,7.0,57.46,,,,
8.8,7.8,114.0,,,,
,6.66,38.0,,,,
,6.7,38.0,,,,
,7.6,325.0,,,,
,,61.3,,,,
7.19,6.85,18.15,,,,
6.06,7.34,104.7,,,,
4.09,6.25,,0.07,,,2.0
2.35,6.29,,0.02,,,2.0
2.68,6.16,,0.2,,,2.0
2.79,6.89,,0.02,,,5.0
8.13,6.76,339.0,0.03,,,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.28,5.86,,0.02,,,4.0
2.98,5.98,,0.05,,,2.0
5.91,7.75,,0.07,,,3.0
4.76,7.62,,0.02,,,2.0
4.07,6.9,,0.02,,,3.0
3.46,6.95,,0.02,,,3.0
2.56,7.31,,0.02,,,3.0
2.79,6.36,,0.02,,,4.0
3.42,6.34,,0.02,,,3.0
1.93,6.86,,0.02,,,5.0
2.3,7.01,,0.02,,,3.0
2.8,7.07,,0.12,,,3.0
5.4,5.56,,0.12,,,2.0
6.58,5.72,,0.19,,,2.0
5.54,6.42,,0.2,,,2.0
5.73,6.79,,0.03,,,2.0
7.52,6.45,367.0,0.27,,,2.0
3.68,6.55,366.0,0.19,,,2.0
6.17,5.75,,0.08,,,2.0
5.95,6.81,,0.02,,,2.0
4.4,7.58,,0.3,,,2.0
4.85,7.58,,0.26,,,2.0
5.68,6.48,,0.09,,,3.0
5.02,6.47,,0.14,,,3.0
3.65,6.94,,0.13,,,4.0
7.23,6.27,,0.02,,,3.0
5.68,7.28,,0.02,,,3.0
5.66,6.99,,0.02,,,3.0
5.32,7.21,,0.02,,,3.0
0.0,0.0,0.0,0.0,,,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,
,,,,,,
0.0,0.0,,0.0,,,0.0
0.0,0.0,,0.0,,,0.0
7.21,6.6,,0.02,,,3.0
5.22,8.03,,0.49,,,3.0
5.22,8.32,,0.46,,,3.0
5.32,7.81,,0.02,,,8.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,,,0.0
,,,,,,
6.68,7.29,,0.02,,,2.0
0.0,0.0,,0.0,,,0.0
0.0,0.0,,0.0,,,0.0
6.73,7.57,,0.02,,,3.0
7.61,7.7,,0.02,,,3.0
6.8,8.5,94.1,,,,
5.7,,75.9,,,,
6.7,,77.3,,,,
,8.45,105.0,,,,
5.99,7.47,744.0,,,,
8.14,8.4,114.0,,,,
6.47,6.16,58.0,,,,
5.15,8.67,86.0,,,,
6.84,6.92,62.65,,,,
7.35,7.43,,,,,
6.58,6.29,81.9,0.02,,,2.0
7.74,6.57,80.9,0.02,,,2.0
5.32,6.57,,0.28,,,3.0
3.12,6.9,,0.14,,,2.0
7.67,8.23,,0.02,,,2.0
6.28,7.68,,0.02,,,2.0
6.57,7.2,,0.02,,,3.0
7.69,7.74,,0.08,,,3.0
6.89,7.59,,0.02,,,3.0
5.38,7.37,,0.02,,,3.0
4.66,7.8,,0.02,,,3.0
6.87,7.81,,0.02,,,3.0
6.98,8.02,,0.02,,,3.0
7.62,7.73,,0.02,,,3.0
8.4,7.8,65.0,,,,
7.8,7.9,64.0,,,,
8.6,7.9,67.0,,,,
7.6,7.3,55.0,,,,
8.2,7.1,54.0,,,,
8.3,7.1,54.0,,,,
7.8,8.5,63.0,,,,
8.7,7.9,68.0,,,,
8.7,7.9,68.0,,,,
6.0,7.6,,,,,
8.2,7.3,59.0,,,,
7.0,8.2,55.0,,,,
3.6,8.4,140.0,,,,
5.9,9.4,119.0,,,,
4.5,7.7,53.0,,,,
5.7,9.3,100.0,,,,
6.8,8.7,75.0,,,,
1.4,8.5,98.0,,,,
9.4,8.4,87.0,,,,
9.0,7.5,65.0,,,,
5.6,8.8,106.0,,,,
5.0,7.7,109.0,,,,
6.4,8.2,150.0,,,,
6.0,7.9,69.0,,,,
,,44.0,,,,
7.0,7.6,97.0,,,,
7.8,7.3,73.0,,,,
7.3,8.1,96.0,,,,
8.1,7.9,79.0,,,,
7.5,7.2,86.0,,,,
8.1,7.9,70.0,,,,
7.8,7.9,36.0,,,,
8.0,8.0,27.0,,,,
5.5,6.5,121.0,,0.023,,
5.6,7.9,74.1,0.0,0.033,,
6.4,7.6,80.0,0.0,0.0,0.0,
6.1,7.8,,,33.0,280.0,
5.7,6.4,97.0,0.0,0.0,0.0,
5.6,7.4,32.0,0.0,16000.0,24000.0,
5.9,7.5,73.0,,0.13,1.1,3.8
5.3,7.0,83.0,,0.3,,1.7
5.8,7.5,60.0,,,0.11,1.0
5.2,7.0,72.0,,0.002,,1.0
5.5,7.7,43.0,,,,1.0
5.3,6.2,89.0,,70.0,280.0,1.4
4.7,6.0,68.0,0.0,0.5,,1.2
6.4,5.6,86.0,,16000.0,16000.0,1.0
,6.0,55.0,,300.0,900.0,
5.5,7.0,84.0,,1600.0,1600.0,2.4
7.0,7.0,110.0,0.099,30.0,1700.0,1.0
,,,0.001,30.0,,1.0
7.2,5.7,103.0,0.27,900.0,5000.0,1.8
,,,0.036,1.7,,2.2
,,,0.049,50.0,,1.0
5.6,5.0,96.0,0.049,50.0,80.0,1.0
6.3,5.0,121.0,0.036,1700.0,3000.0,2.2
6.5,6.5,109.0,,,,
7.0,5.5,112.0,0.01,50.0,80.0,3.1
,,,0.5,110.0,,2.0
7.0,5.2,120.0,0.13,14.0,19.0,6.0
7.4,,,,,,2.0
5.6,6.0,61.0,0.31,17.0,,6.0
5.4,6.5,104.0,0.08,600.0,2600.0,4.0
7.1,5.5,70.0,0.17,280.0,,5.0
7.0,6.0,61.0,0.04,9.0,,3.0
7.4,5.5,81.0,,,,
6.7,6.0,90.0,0.36,1600.0,,2.0
7.8,5.5,76.0,0.04,17.0,,2.0
7.4,5.5,75.0,,,,
6.3,5.7,97.0,,,,
7.3,5.6,83.0,,,,
7.1,5.8,85.0,,,,
6.3,6.0,79.1,,,,
6.6,6.2,153.0,,,,
4.9,6.4,81.0,,,,
6.7,7.8,223.0,,,,
3.9,6.5,711.0,,,,
4.8,6.4,135.0,,,,
6.3,6.0,88.4,,,,
5.4,5.8,64.1,,,,
6.1,6.4,82.0,,,,
6.1,6.5,65.0,,,,
6.9,7.0,87.4,,,,
,7.0,58.0,,,,
5.54,6.47,59.0,,,,
5.59,6.37,52.0,,,,
5.92,6.28,58.0,,,,
5.9,7.75,53.9,,,,
5.7,7.89,64.9,,,,
4.9,7.78,43.9,,,,
5.4,7.99,58.3,,,,
5.0,7.85,47.2,,,,
6.1,7.86,64.9,,,,
6.0,,51.9,,,,
5.0,,76.6,,,,
5.5,,55.8,,,,
6.97,7.39,44.0,,,,
8.53,7.45,48.0,,,,
7.87,7.61,51.0,,,,
6.9,7.3,55.0,,,,
5.21,7.46,6.3,,,,
6.84,7.33,39.0,,,,
,7.45,56.0,,,,
5.0,7.42,57.0,,,,
7.6,7.64,72.0,,,,
9.87,6.71,47.0,,,,
4.96,7.11,55.0,,,,
7.9,,60.0,,,,
5.98,7.91,54.0,,,,
5.88,7.91,61.0,,,,
,,,,,,
,7.94,53.8,,,,
6.9,8.29,66.1,,,,
6.85,8.14,62.4,,,,
8.0,7.57,62.9,,,,
7.93,7.7,59.0,,,,
7.5,8.0,46.1,,,,
7.03,7.16,222.9,,,,
7.92,7.16,60.5,,,,
6.9,7.48,51.6,,,,
7.1,7.4,59.9,,,,
7.84,14.0,,,,,
8.17,10.72,,,,,
7.08,,,,,,
6.39,,,,,,
6.69,,,,,,
6.44,7.19,,,,,
6.86,7.7,,,,,
7.04,7.64,,,,,
5.94,6.08,,,,,
4.71,6.17,,,,,
,6.02,3.0,,,,
5.68,6.45,,,,,
5.83,6.16,,,,,
5.1,6.12,,,,,
,6.19,,,,,
,5.94,,,,,
,5.31,3.0,,,,
6.3,5.3,3.0,,,,
6.3,5.5,3.0,,,,
6.33,4.34,,,,,
8.29,5.16,,,,,
6.91,,,,,,
5.82,5.34,2.69,,,,
6.99,5.31,0.69,,,,
6.83,6.68,0.68,,,,
,,,,,,
6.79,6.89,0.77,,,,
6.96,6.6,0.77,,,,
6.55,6.04,0.77,,,,
6.55,6.6,0.71,,,,
,6.24,1.08,,,,
,6.18,1.22,,,,
4.0,4.0,,,,,
4.0,4.0,,,,,
6.6,7.6,99.0,,,,
5.7,,19.0,,,,
9.0,7.2,9.0,,,,
8.2,8.1,13.0,,,,
6.8,7.8,12.0,,,,
6.6,8.6,15.0,,,,
,8.8,9.0,,,,
8.2,8.4,17.0,,,,
,6.2,24.1,,,,
6.63,6.45,,,,,
5.33,6.51,,,,,
,6.35,11.0,,,,
,6.79,9.81,,,,
5.87,6.12,,,,,
5.44,6.2,,,,,
,6.59,,,,,
,6.22,,,,,
,6.46,20.0,,,,
,7.2,1.2,,,,
10.3,6.65,13.0,,,,
,6.08,18.0,,,,
7.59,6.8,21.0,,,,
7.3,6.4,13.0,,,,
7.02,6.22,,,,,
8.6,6.74,,,,,
7.53,6.4,1.58,,,,
7.45,6.83,14.93,,,,
7.55,7.5,5.02,,,,
7.2,7.57,4.92,,,,
,,,,,,
7.08,7.61,5.26,,,,
7.03,7.66,6.36,,,,
6.93,7.82,,,,,
7.12,7.4,5.33,,,,
,8.9,4.96,,,,
,7.35,5.47,,,,
7.34,9.15,,,,,
8.64,7.55,,,,,
8.68,10.62,,,,,
7.54,10.36,,,,,
5.96,7.84,,0.02,,,3.0
,,,,,,
5.53,6.91,,0.02,,,3.0
8.06,6.77,,0.02,,,3.0
5.8,6.9,,0.02,,,3.0
7.63,6.88,,,,,
7.05,7.09,,,,,
7.48,6.97,,,,,
1.64,7.23,,0.02,,,2.0
6.5,7.29,,0.07,,,3.0
4.43,7.83,,0.02,,,3.0
4.32,6.8,,0.02,,,3.0
4.17,7.7,,0.02,,,3.0
5.21,4.77,,0.02,,,3.0
7.2,5.08,,0.02,,,3.0
5.08,6.64,,0.02,,,3.0
4.82,5.25,,0.02,,,2.0
4.27,7.92,,0.02,,,2.0
5.44,7.43,,0.02,,,3.0
6.21,7.99,,0.02,,,3.0
6.1,6.19,,0.02,,,3.0
5.7,8.11,,0.02,,,3.0
6.96,6.63,,0.02,,,3.0
7.7,5.01,,0.02,,,3.0
6.08,5.0,,0.02,,,3.0
,5.3,11.2,,,,
4.25,6.13,,,,,
5.54,5.75,,,,,
,5.68,4.0,,,,
4.78,6.4,,,,,
5.06,6.32,,,,,
4.64,6.0,,,,,
,6.26,,,,,
,5.9,,,,,
,4.36,3.0,,,,
7.4,4.43,3.0,,,,
5.3,5.0,4.0,,,,
,5.3,88.0,,,,
6.05,5.05,,,,,
6.4,,,,,,
5.4,5.28,2.68,,,,
6.69,4.88,0.74,,,,
6.41,5.79,0.76,,,,
,,,,,,
6.65,5.86,0.81,,,,
6.82,6.06,0.69,,,,
6.19,5.08,0.99,,,,
6.8,5.75,0.93,,,,
,6.83,1.1,,,,
,6.66,1.23,,,,
6.01,7.21,,0.02,,,2.0
5.05,7.08,,0.02,,,2.0
7.2,6.4,,0.02,,,3.0
6.14,7.78,,0.05,,,3.0
6.16,6.33,,0.02,,,3.0
6.34,6.38,,0.02,,,3.0
6.49,6.71,,0.02,,,3.0
7.8,5.54,,0.02,,,3.0
7.36,6.69,,0.02,,,3.0
9.0,9.0,,,,,
9.0,9.0,,,,,
9.04,6.95,,0.02,,,2.0
4.56,6.61,,0.02,,,2.0
7.26,7.57,,0.02,,,3.0
6.43,8.02,,0.1,,,3.0
6.58,6.06,,0.02,,,3.0
6.99,6.96,,0.02,,,3.0
7.7,5.89,,0.02,,,3.0
6.76,6.46,,0.02,,,3.0
7.55,6.72,,0.02,,,3.0
6.22,6.3,,0.02,,,2.0
9.21,6.37,,0.2,,,2.0
6.59,7.25,,0.02,,,2.0
6.97,6.33,6.65,0.02,,,2.0
5.71,7.28,,0.03,,,2.0
7.21,6.54,5.55,0.06,,,2.0
6.94,6.99,,0.02,,,2.0
6.13,7.6,,0.02,,,2.0
9.55,6.98,,0.02,,,2.0
7.63,6.67,,0.02,,,2.0
7.79,6.48,,0.02,,,3.0
6.52,7.59,,0.02,,,3.0
7.07,7.01,,0.02,,,3.0
6.46,8.35,,0.02,,,3.0
8.22,6.73,,0.02,,,3.0
6.96,7.13,,0.02,,,3.0
6.1,5.14,,0.02,,,3.0
8.9,8.1,6.0,,,,
9.3,7.6,6.0,,,,
6.9,8.1,65.0,,,,
5.8,,8.0,,,,
6.2,7.5,42.0,,,,
7.2,8.4,6.0,,,,
6.1,8.5,42.0,,,,
,8.6,5.0,,,,
,6.2,9.85,,,,
,6.33,4.0,,,,
6.91,6.77,,,,,
5.4,6.51,,,,,
6.42,6.75,,,,,
5.78,6.05,,,,,
5.77,6.81,,,,,
,6.71,,,,,
,6.2,,,,,
,5.53,4.0,,,,
7.48,7.0,4.0,,,,
7.68,5.3,,,,,
9.11,6.15,,,,,
8.67,,,,,,
7.55,6.75,3.86,,,,
7.91,6.68,0.94,,,,
7.21,7.14,1.13,,,,
,,,,,,
8.88,6.19,2.07,,,,
7.17,7.11,1.95,,,,
7.08,7.11,1.09,,,,
7.32,7.01,1.25,,,,
,8.93,0.99,,,,
,7.1,1.37,,,,
8.78,6.89,,,,,
8.88,10.9,,,,,
7.95,10.45,,,,,
,,,,,,
7.64,6.38,,,,,
7.35,5.96,,,,,
7.82,6.59,,0.2,,,2.0
6.23,6.23,,0.02,,,2.0
6.8,7.33,,0.02,,,2.0
6.83,6.21,159.1,0.02,,,2.0
5.53,7.38,,0.04,,,2.0
5.21,5.64,160.6,0.02,,,2.0
84.0,5.84,,0.02,,,2.0
6.13,7.6,,0.02,,,2.0
9.62,6.74,,0.02,,,2.0
5.42,6.1,,0.18,,,2.0
6.6,6.18,,0.14,,,3.0
5.85,6.41,,0.02,,,3.0
5.99,5.38,,0.02,,,3.0
5.23,7.12,,0.02,,,3.0
6.45,7.56,,0.02,,,3.0
7.3,7.33,,0.02,,,3.0
5.86,7.8,,0.02,,,3.0
9.2,7.9,205.0,,,,
6.8,7.1,353.0,,,,
7.9,8.3,219.0,,,,
,8.2,204.0,,,,
6.8,8.1,194.0,,,,
7.2,8.2,230.0,,,,
6.8,8.3,185.0,,,,
,6.7,289.0,,,,
6.15,7.53,,,,,
5.28,7.27,,,,,
,7.59,211.0,,,,
,7.43,225.0,,,,
5.88,7.37,,,,,
4.98,7.95,,,,,
,7.38,,,,,
,7.3,,,,,
,7.52,266.0,,,,
7.81,7.7,281.0,,,,
5.61,7.61,,,,,
7.39,7.84,,,,,
,,,,,,
6.38,7.79,222.0,,,,
7.3,8.03,74.1,,,,
6.74,7.97,70.1,,,,
,,,,,,
6.21,7.83,77.9,,,,
7.02,7.84,69.2,,,,
6.54,7.71,72.3,,,,
6.9,7.8,77.2,,,,
,9.07,70.9,,,,
,7.79,81.2,,,,
9.05,7.8,,,,,
6.95,5.68,,,,,
7.08,10.2,,,,,
5.72,7.33,,0.02,,,3.0
5.37,7.68,,0.02,,,3.0
7.43,7.93,,0.02,,,3.0
5.1,7.57,,0.02,,,3.0
,5.77,3.88,,,,
,6.28,8.92,,,,
,6.22,22.1,,,,
5.3,5.46,4.4,,,,
,6.13,19.8,,,,
47.8,5.13,,,,,
,6.05,12.06,,,,
,6.02,87.4,,,,
5.15,5.58,3.0,,,,
7.2,4.7,3.0,,,,
5.4,5.0,4.0,,,,
,5.3,115.0,,,,
6.6,4.9,132.0,,,,
5.94,4.3,0.87,,,,
5.48,5.5,0.52,,,,
6.86,5.59,0.31,,,,
3.74,4.81,0.69,,,,
6.52,5.03,0.35,,,,
6.29,5.23,0.34,,,,
3.68,5.19,1.11,,,,
5.92,5.58,0.51,,,,
7.17,6.21,0.87,,,,
4.11,4.11,6.41,,,,
7.37,7.25,,,,,
6.34,4.65,,,,,
4.05,3.93,,,,,
7.15,5.03,,,,,
,,16.37,,,,
9.18,5.87,,,,,
6.9,5.4,,,,,
7.84,7.65,,,,,
3.83,4.3,,0.02,,,2.0
7.99,6.24,,0.2,,,2.0
5.51,4.74,,0.02,,,2.0
6.59,5.83,,0.04,,,4.0
4.78,7.07,4.38,0.02,,,2.0
5.41,7.11,4.5,0.02,,,2.0
4.95,7.46,,0.02,,,2.0
3.14,5.75,,0.02,,,2.0
1.66,5.49,,0.02,,,2.0
0.36,7.24,,0.02,,,2.0
3.83,8.8,,0.02,,,3.0
4.94,8.25,,0.02,,,3.0
2.04,8.04,,0.02,,,3.0
6.08,7.2,,0.02,,,3.0
6.0,5.0,,0.02,,,3.0
2.73,6.35,,0.02,,,3.0
4.85,7.78,,0.02,,,3.0
4.39,5.43,,0.02,,,3.0
3.87,4.27,,0.02,,,2.0
7.79,6.93,,0.2,,,2.0
5.64,4.7,,0.05,,,2.0
5.36,5.44,,0.09,,,3.0
6.13,7.68,4.39,0.02,,,2.0
5.87,6.78,5.39,0.02,,,2.0
5.2,7.07,,0.02,,,2.0
4.76,6.09,,0.03,,,2.0
2.03,5.34,,0.09,,,2.0
2.69,7.99,,0.02,,,2.0
5.2,8.26,,0.02,,,3.0
5.55,8.92,,0.02,,,3.0
4.54,8.01,,0.02,,,3.0
7.93,6.3,,0.02,,,3.0
5.73,5.0,,0.02,,,3.0
4.4,6.37,,0.02,,,3.0
5.84,5.32,,0.02,,,3.0
4.4,6.0,,0.02,,,3.0
7.96,6.65,,0.2,,,2.0
4.65,4.0,,0.02,,,2.0
5.4,4.68,,0.04,,,2.0
5.69,5.6,,0.07,,,3.0
6.04,6.88,3.96,0.02,,,2.0
5.77,5.84,4.42,0.02,,,2.0
4.24,5.73,,0.02,,,2.0
4.28,5.46,,0.02,,,2.0
2.63,5.13,,0.02,,,2.0
3.11,7.49,,0.02,,,2.0
5.31,8.19,,0.02,,,3.0
5.4,8.75,,0.02,,,3.0
4.77,7.61,,0.02,,,3.0
8.83,5.8,,0.02,,,3.0
4.0,4.8,,0.02,,,3.0
5.75,5.24,,0.02,,,3.0
4.73,5.72,,0.02,,,3.0
5.14,6.0,,0.02,,,3.0
,6.01,15.68,,,,
,6.09,19.9,,,,
,5.73,10.86,,,,
28.6,5.46,3.9,,,,
58.2,5.66,,,,,
,5.9,19.01,,,,
,5.88,69.5,,,,
5.4,5.5,4.0,,,,
6.7,4.8,3.0,,,,
5.6,5.1,4.0,,,,
,5.38,97.0,,,,
6.7,4.9,,,,,
5.02,4.7,1.16,,,,
5.67,5.3,0.43,,,,
6.58,4.65,0.32,,,,
5.7,4.94,0.53,,,,
6.05,4.71,0.33,,,,
6.03,5.14,0.34,,,,
4.01,4.39,0.72,,,,
5.84,4.88,0.38,,,,
,5.83,0.82,,,,
6.23,4.03,3.91,,,,
6.95,6.74,,,,,
7.21,4.61,,,,,
4.1,,9.52,,,,
6.69,5.42,,,,,
8.97,5.41,,,,,
5.99,4.68,,,,,
93.9,10.34,,,,,
7.68,7.26,,,,,
8.25,6.81,,0.2,,,2.0
6.7,6.89,,0.03,,,2.0
7.02,5.93,,0.02,,,2.0
7.12,7.42,,0.06,,,3.0
6.51,5.52,17.7,0.02,,,2.0
5.57,5.31,18.3,0.02,,,2.0
5.9,6.79,,0.02,,,2.0
5.41,7.09,,0.02,,,2.0
5.87,7.29,,0.02,,,2.0
5.55,7.14,,0.02,,,2.0
5.63,7.73,,0.02,,,3.0
7.68,7.09,,0.02,,,3.0
6.99,6.79,,0.02,,,3.0
5.5,8.85,,0.02,,,3.0
6.3,5.89,,0.02,,,3.0
7.98,6.71,,0.02,,,3.0
6.13,7.57,,0.02,,,4.0
,6.07,7.72,,,,
,6.37,11.15,,,,
,6.46,7.99,,,,
7.2,6.98,5.5,,,,
,6.28,17.1,,,,
69.2,6.22,,,,,
,6.09,18.63,,,,
,6.13,51.1,,,,
6.64,6.73,5.0,,,,
8.1,6.2,5.0,,,,
7.4,6.1,5.0,,,,
,5.96,154.0,,,,
9.8,5.9,,,,,
7.43,6.4,0.87,,,,
7.95,6.3,0.57,,,,
7.54,5.73,0.56,,,,
7.06,6.21,0.59,,,,
6.85,6.57,0.66,,,,
7.23,6.0,0.85,,,,
6.93,6.33,0.62,,,,
,7.09,1.48,,,,
7.42,5.63,7.55,,,,
7.6,7.12,,,,,
7.84,6.16,,,,,
,,9.32,,,,
6.2,8.97,,,,,
8.69,7.39,,,,,
8.69,10.64,,,,,
7.59,10.28,,,,,
5.54,7.81,,0.02,,,3.0
7.8,13.8,,,,,
7.99,6.76,,0.02,,,3.0
5.03,7.49,,0.02,,,3.0
6.2,6.2,,0.02,,,3.0
7.67,6.55,,,,,
7.16,7.38,,,,,
6.9,6.0,103.0,,,,
6.3,5.8,290.0,,,,
6.8,6.6,42.8,,,,
6.2,6.5,53.6,,,,
7.2,6.4,30.4,,,,
6.5,6.3,34.6,,,,
6.3,6.1,34.0,,,,
5.9,5.8,44.9,,,,
6.1,6.5,56.0,,,,
6.8,5.72,34.4,,,,
5.0,6.1,40.0,,,,
5.4,5.8,35.0,,,,
,5.2,42.5,,,,
5.64,6.53,26.0,,,,
,6.4,78.0,,,,
,5.78,28.7,,,,
6.73,6.06,,,,,
,6.34,24.0,,,,
,6.35,25.0,,,,
5.4,7.56,,,,,
5.51,6.39,,,,,
5.95,7.26,,,,,
,6.49,,,,,
,6.3,,,,,
